Sentences,Explicit Bias,Implicit Bias,Emotional Intensity,Irony
前段时间，听说屁股精还专门成立了粉丝群，每天都有人带头在群里骂我，说什么我把他当情敌了所以才会说他坏话，各位，哪怕就是追星也要有点常识啊好不好？屁股精针对我是从月份开始，他被有狐爆出来是同性恋那是在什么时候？至少是在月份，也就是在我跟他之间有矛盾五个月之后了，对不对？在这之前我都不知道他是同性恋，不知道他喜欢男人，我一直以为他是直男，喜欢的是女人，请问我怎么把他当情敌？？？你们说话之前能不能先过过脑子？？？不要总是说一些违背人类常识的东西。,1,1,1,0
樟蚝又把自己代入苦b男主了唉！同性恋唉！世界！,1,1,1,0
两个人真的给我一种双直男恋爱的感觉两个人私下还会健身比美，看看谁的肌大好不容易官宣比心说大家好我们兄弟变情侣了结果好兄弟们没一个人相信还说你俩年纪大了不想相亲也不至于这样逃吧，，，结果看到俩人一脸坚毅心想哈哈，妈的这俩死直男搞真他娘的同性恋阿，哈哈,1,1,1,0
叔叔为了演同性恋怒看五季粉雄救兵这是否太符合顺直刻板印象我真的笑得很难受。,0,0,1,1
老登cp我有三不磕有真嫂子的不磕，只当同性恋的小三不帮异性恋的背锅，这我不磕是真爹的不磕，觉得自己蜕变了的爹和让妈照顾爸的爹都是爹，这我不磕番位低的不磕，因为我是三丝我有番位癌况且又蹭又骂极不要脸，这我不磕,1,1,1,1
做饭女里面的每一位女性真的都温柔细腻且形象饱满而且这部剧真的包含了很多比如同性恋女性在婚姻中面临的问题重男轻女厌食症没有伴侣而因为父母施压焦虑的女性真的非常伟大的剧真的把各种女性群体刻画的非常真实立体这部剧真的超级有魅力且让人共情,0,0,0,0
哥哥姐姐你们回不回来陪我过年虽然没什么关系但是妹妹变同性恋了你们能不能管我一下,0,1,1,0
刷个抖音又阴暗了，在异性恋剧放对这么好嗑的非官配同性恋什么意思，气晕我。,0,0,1,1
：什么叫伪骨，我还叫伪爱，伪恨，伪异性恋，伪同性恋，伪人呢,1,1,1,0
同性恋不是我的创作动力，同性恨和同性恋恨恋恨恨才是,1,0,1,0
尼玛拉椅子明显六个直男哈哈哈哈哈哈哈哈一天到晚哪来那么多同性恋,1,1,1,0
我自认为是异性恋同性恋泛性恋的双性恋，真不是追赶潮流叠buff啥的，我肯承认自己爱男就直接沦为鄙视链最底端了（）,0,0,0,1
逼人是给真的是有点欺人太甚了我说。。。不亚于电击矫正同性恋的程度。。。,1,0,1,1
尝试入坑攻略女性角色的乙游“这人物设定没什么我喜欢的，我倒是想让这个侠女和师姐在一起，杀手和花魁在一起”“不许拉郎！乙游最忌讳拉郎了！因为有的玩家是要和角色谈恋爱的，你也不想你的对象是个同性恋吧。”“？可是我的对象如果不是同性恋，那她要怎么和我谈恋爱啊？我的对象必须得是同！”“哈哈哈哈哈哈哈哈哈！”,0,0,1,0
【猫性恋】回到家，黑猫瞪大眼睛问仙道：你为什么说我是同性恋？微博正文,0,1,1,0
md鸣龙少年看的我恐异了直接变成了同性恋桑老师我需要你的电击疗法,1,1,1,1
好想问，经网友认证纯度百分百的女同性恋是能领低保，还是怎么的，这么值钱呢？,1,1,1,1
同性恋特别的好,0,0,1,0
老炸喝酒局戏影俩人(心里有事版)几瓶下去一人坐饭桌一边看着对方当闷葫芦老马喝了半瓶碎嘴子模式开启“当初问你俩不认识吗说不认识装的跟真的一样现在都是兄弟有啥话不能面对面说啊全憋心里头你瞅一眼他瞟一眼的干嘛啊这是人活世上有啥事是过不去的同性恋就同性恋呗开心最重要知道吗？”,0,0,1,0
所以啊，当前夫气急败坏打来电话痛斥我娃和班上女生谈恋爱，我听完安慰他：“往好处想吧。第一说明娃不是同性恋，第二说明娃情感发育正常。”和同龄异性一起情窦初开，是最健康的状态。,0,1,1,0
从那之后我的心态就变成了：世界上有很多人是同性恋，但唯独我磕的不会是,0,1,1,1
堂本刚结婚去年的年恋情直接让我退圈了，好啊好啊，今天就结婚了，果然同性恋是工作，异性恋是生活从不怀疑你们关系不好，只是我们外人插不进去，只是直男卖腐天打雷劈，不得好死,1,1,1,0
吗的明天交作业了我还一张都没画但看完三集火影忍者以后我不想画作业了我更需要在床上躺三个小时来治疗同性恋给我带来的打击,1,1,1,1
假瓜bot其实可以磕各种cp异性恋同性恋一应俱全,0,0,0,0
初中同学前段时间跟我出柜了！这个同学在我印象里就是一个白净不爱说话的小男孩，但班里当时经常有人说这个人好娘啊。每次听到有人这么说我都挺不舒服的，性别stereotype和社会对不同性别分工的思维定势（我曾经因为中学的时候短头发也遭受过bully校园霸凌说我像男的所以我很能共情她）这个姐妹高中之后都是在美国读的前一段时间因为偶然的一个契机catchup聊到现状和瓷器一些性别歧视男女不平等的问题，一直在替女生发声特别感动听到她出柜的消息我也替她开心终于可以做自己，我鼓励她一定要不畏惧别人的眼光去勇敢做自己，她有意向在小红书开设一个账号科普性少数群体和不同性取向的一些基础知识好替她感到开心,0,0,1,0
同性恋都是神经病,1,1,1,0
有些人那个精神健康当异性恋就太超过了，当同性恋就刚刚好,0,1,1,1
代号鸢在代号鸢当男主推真是倒了八辈子霉什么都得沾点腐全世界都他妈是同性恋是吧干脆让五个男主谈恋爱得了还有我们女主什么事,1,1,1,0
前crush越来越像同性恋一天到晚gay了吧唧的操看见他我就烦,1,1,1,0
驴紫是同性恋的话我一脚踹死他,1,1,1,0
没什么爱好就爱搞点同性恋,0,0,0,0
蟒蟒有话说这是我为我的舍友蟒蟒专门开的一个新话题，莽莽真名的缩写是ML，原本写吗喽有话说，但她不喜欢这个我们蟒蟒才高八斗出口成章。以下是两段简单的记述狼洗完澡回来看到我和蟒在玩，阴阳怪气我们两个，我说给我们给点钱我们卖（姬）给你看，蟒说同性恋是工作也是生活我在宿舍说被xxx骂了好爽，蟒说别人都是一朝被蛇咬十年怕井绳，我是一朝被蛇咬十年爱井绳。这句话太有才了，已经改成啵珠朋友圈个签。。。,0,0,1,0
谁把蓝电霸王龙逐出同性恋市场、逐出异性恋市场、逐出福瑞市场、逐出市场。。。,1,1,1,0
你说要是变成女的话一定要让自己的好兄弟爽一下现在你兄弟是同性恋了让我摸摸你下面怎么了,1,1,1,0
。。抖音名字带彩虹原来是为了中奖啊，我以为你们全他妈是同性恋呢,1,1,1,1
酱公也不是不可以。属于和吃饭龟一样的美攻，在床上操得一口气上不了吐血而亡，一次性手套般的同性恋,1,1,1,0
她？引诱妻子？？？中国什么时候同性恋婚姻合法了，我怎么不知道,1,1,1,1
孩子校服里掏出来的照片心疼这孩子，只是一张明星小卡，而且喜欢不是很常见的事吗？为什么到了学生头上就是早恋？青春懵懂为什么不可以，看到“早恋”就恶心我认为喜欢是因为另一个人身上有一个点非常吸引他，他很欣赏那个人，凭什么学生不可以喜欢异性，而且不是个男的就够好的了（没有歧视同性恋）如果是男的他妈估计更接受不了,0,0,1,0
健身才是同性恋唯一的出路。LStarJupiter的微博视频,0,0,0,0
你在太早的年纪看jojo这种同性恋异性恋爱恨情仇交织深情滥情纷飞一群人喊着什么友谊羁绊就冲上来了的作品你这一辈子就定型了,0,0,1,1
陆狗：你逃我追，你插翅难飞。宋且：你追我做什么？陆狗：我要报复你。宋且：你是同性恋。陆狗：恶心。宋且：你爱上我了。陆狗：绝不可能几年后又被赶出家门的陆狗痛哭：老婆，外面好冷，你可怜可怜我吧。。我在晋江文学城阅读了《万人嫌身娇体弱》此文只应晋江有，人间哪得几回闻O网页链接O网页链接,0,0,0,0
谁投诉的我就温和友善地祝福他儿子未来是个同性恋吧！这种家长的小孩要是同性恋那比杀了他都难受。,1,1,1,1
所以我也很少和同性恋玩，一是极尽尖酸刻薄，看不顺眼的就骂街；二是水平太低，整天朋友圈发一些有的没的，看了也感觉心烦；三是鸡毛蒜皮的事也要蝗虫过境般席卷而来，光明磊落和他们无关。,1,1,1,0
一上微博身边全是同性恋，一回到现生身边全是吮指异性恋，这就是我的生活,0,1,0,1
麦麦的咖啡确实比KFC的好点儿，喝起来没有KFC那种强烈的喝符水调理同性恋的感觉。,1,1,1,1
赞 同性恋犯了看第一个，异性恋犯了看其他的,0,0,1,0
同性恋在控诉异性恋对他们的压迫对时候也在作为性单恋压迫其他的性少数人类社群这种特性到底怎样才能改变，为什么大家都要不断地通过伤害彼此划清界限，似乎要把利刃刺向他人才能保留喘息的空间我们真的只能生活在一个不将别人踩在脚下就无法生存的洪流中吗？,0,0,1,0
同性恋被歧视，异性恋很恐怖，双性恋无人在意，只有自恋万古长存，永垂不朽，正确，健康，永不分离，没有隔阂与谎言,1,1,1,1
我是525心理健康日志愿者，公益热线宣传员李文利，本次宣传普及的是同性恋同性恋就是同性之间的恋爱。（1）区分真假同性恋：真同性恋就是情感上依恋和愉悦心理上具有排他性和占有欲，生理上有亲密接触和发生性行为的欲望和行为，时间比较长（一般在一年以上），有过同性性行为并获得积极体验和认可，在性梦中仍然扮演同性角色；否则就是假同性恋（多见于青少年）；（2）区分同性性行为和同性恋：就像异性性行为并不等于恋爱一样，同性性行为如果不具备爱情的特质：依恋、排他、强烈和占有等，就不是同性恋；（3）一般来说中学生和青少年的同性恋大多属于假同性恋，调适和矫正效果比较好；（4）一般情况下，在同性恋中扮演“异性”和比较主动的一方，同性恋的程度会深一些。,0,1,0,0
读维特根斯坦明白了为什么他在二十世纪红极一时，我每天都能看到很多行人，那些孱弱与规避的部分先导了越来越膨胀的灵魂的龃龉。我觉得人总是优先看到他人脆弱的成分，尽管这些局部是被隐藏起来的，而之所以如此，或许是因为脆弱是最容易效仿的特质，其后再考察它目的不纯时作为遮羞布蒙混的坚实效力。然而我要说一些老派的话：失去信仰、抵达脆弱根本上太轻而易举了。以性格边缘孤僻者的身份、以有色皮肤的身份、以同性恋的身份、以悲观绝望具象的身份、以任何第二性难辞其咎的身份，仅仅短暂留存却依然相信arche之下“爱”的原始效力，以这种祝福的姿态屹立不倒，它所要求那巨量的勇气使我今天非常振奋，在它面前幻现了这个时代的缺口，我们的难题。,0,0,1,0
"#关注同妻,拒绝骗婚##骗婚#",0,0,0,0
刚刚不是才说这个群是同性恋交友群嘛,0,0,1,0
你们这群同性恋能不能别吵了我看个直播两分钟切三个,1,1,1,0
昨天晚上我在曼谷认识的同性恋给我发微信，给我介绍个女的。我拒绝了，我是直的。我在国外跟你玩是我想体验不一样的经历。我还是喜欢男人的，拉拉我看不上。,0,1,1,0
